cleansing,CaseFolding
Uh Halo kak saya ingin mempertanyakan sesuatu Saya memiliki utang dan saya membeli pulsa Tetapi pulsa saya tidak terpotong biasa nya terpotong karena tagihan pulsa ini tidak Apakah ada kesalahan  Saya cek penggunaan pinjaman pulsa masih ada tagihan nya,uh halo kak saya ingin mempertanyakan sesuatu saya memiliki utang dan saya membeli pulsa tetapi pulsa saya tidak terpotong biasa nya terpotong karena tagihan pulsa ini tidak apakah ada kesalahan  saya cek penggunaan pinjaman pulsa masih ada tagihan nya
Apk keluar sendiri mulu ga ada respawn mulu kaga jelas mau beli paket lewat apk malah gabisa no respawn terus ujung ujung nya nyedot pulsa paket kaga ke beli pulsa abis,apk keluar sendiri mulu ga ada respawn mulu kaga jelas mau beli paket lewat apk malah gabisa no respawn terus ujung ujung nya nyedot pulsa paket kaga ke beli pulsa abis
Xl makin lama bukan nya makin bagus malah makin buruk  gk sesuai sama selogannya Tolong lah dengar kami sebagai pemakai xl Masa kalah saing sama tsel Ini klo bkn karna di kantor cuma bisa jaringan xl Udh saya buang ni kartu xl,xl makin lama bukan nya makin bagus malah makin buruk  gk sesuai sama selogannya tolong lah dengar kami sebagai pemakai xl masa kalah saing sama tsel ini klo bkn karna di kantor cuma bisa jaringan xl udh saya buang ni kartu xl
Live chat kaga guna  kaya ngomong sama robot isi paketan dari siang blm juga masuk pelayanan buruk  signal juga parah kecewa,live chat kaga guna  kaya ngomong sama robot isi paketan dari siang blm juga masuk pelayanan buruk  signal juga parah kecewa
Lu kalau gk niat ngasih discon mending gk usah deh Gw cek ada discon gb rb trus gw isi pulsa buat maketin dah gw paketin malah dapet sms  Pelanggan Setia XL terjadi kesalahan saat aktivasi  trus gw cek lagi tau tau promo nya dah ilang jadi normal rebu parah parah tau gini gw gk bakal ngisi pulsa,lu kalau gk niat ngasih discon mending gk usah deh gw cek ada discon gb rb trus gw isi pulsa buat maketin dah gw paketin malah dapet sms  pelanggan setia xl terjadi kesalahan saat aktivasi  trus gw cek lagi tau tau promo nya dah ilang jadi normal rebu parah parah tau gini gw gk bakal ngisi pulsa
Kartu bisa tiba tiba blank sinyalnya  Gimana ceritanya  Lagi di pakai tiba tiba hilang ga tau kenapa  Masa aktif masih panjang  paketan baru kepakai am hari  malah blank sinyalnya  SANGAT SANGAT TIDAK REKOMENDASI  YA BUAT MAIN GAME JANGAN HARAP LANCAR  YA,kartu bisa tiba tiba blank sinyalnya  gimana ceritanya  lagi di pakai tiba tiba hilang ga tau kenapa  masa aktif masih panjang  paketan baru kepakai am hari  malah blank sinyalnya  sangat sangat tidak rekomendasi  ya buat main game jangan harap lancar  ya
Kenapa saya tidak bs membeli Kuota unlimited Extra Combo VIP plus Setiap klik Beli paket Tulisanya selalu tidak ada pilihan paket untuk anda  Saya coba update aplikasinya jg ttep sama  Gmn solusinya,kenapa saya tidak bs membeli kuota unlimited extra combo vip plus setiap klik beli paket tulisanya selalu tidak ada pilihan paket untuk anda  saya coba update aplikasinya jg ttep sama  gmn solusinya
Parah makin parah sekarang jaringan hilang hilang terus sering dapet sinyal saya lagi butuh banget jaringan buat komunikasi ehh malah sinyal jelek terus kecewa sangat kecewa pihak xl hanya bisa minta maaf wkwkwkwk kata maaf tidak bisa menyelesaikan masalah boss mending pindah ke Tsel dah kalo kyak gini terus,parah makin parah sekarang jaringan hilang hilang terus sering dapet sinyal saya lagi butuh banget jaringan buat komunikasi ehh malah sinyal jelek terus kecewa sangat kecewa pihak xl hanya bisa minta maaf wkwkwkwk kata maaf tidak bisa menyelesaikan masalah boss mending pindah ke tsel dah kalo kyak gini terus
Ga lagi  dah langganan paket promonya dari aplikasi  harga seh murah tapi jaringan parah banget  Paket yang normal pun jaringan ga se kenceng provider tiga  Fix cukup buat telpon saja,ga lagi  dah langganan paket promonya dari aplikasi  harga seh murah tapi jaringan parah banget  paket yang normal pun jaringan ga se kenceng provider tiga  fix cukup buat telpon saja
Maaf mau tanya saya buka myXL mau ambil kuota unlimited gratis tapi pas di buka aplikasinya tiba tiba muncul myXL tidak menanggapi  Kalau kendala kaya gitu gimana  Mohon bantuan nya saya mau ambil kuota unlimited gratis Terima kasih,maaf mau tanya saya buka myxl mau ambil kuota unlimited gratis tapi pas di buka aplikasinya tiba tiba muncul myxl tidak menanggapi  kalau kendala kaya gitu gimana  mohon bantuan nya saya mau ambil kuota unlimited gratis terima kasih
Makin parah aja jaringan nya cape protes Mulu  udah sering bgt tlpn  Kalau udah bener  gak lama gtu lagi gtu lagi  tlpn lagi  tlpn lagi  Skrg udah malas mau protes tlpn juga  makin kacau bgt  Buka aplikasi lain langsung bahkan langsung Silang kadang  Pas out dari aplikasi eh nongol lagi  Mau nya apa coba  Emang ngisi data buat apa kalau bukan buat di pakai,makin parah aja jaringan nya cape protes mulu  udah sering bgt tlpn  kalau udah bener  gak lama gtu lagi gtu lagi  tlpn lagi  tlpn lagi  skrg udah malas mau protes tlpn juga  makin kacau bgt  buka aplikasi lain langsung bahkan langsung silang kadang  pas out dari aplikasi eh nongol lagi  mau nya apa coba  emang ngisi data buat apa kalau bukan buat di pakai
myXL makin ga jelas Udah berapa kali beli paket internet selalu tidak bisa di pakai tidak bisa digunakan  Ahirnya uang saya abis cuma buat beli paket internet terus an  Dan semalem sampe pagi ini  saya mau beli paket internet VIP tidak bisa terus  Udah sinyalnya parah ngeleg banget Tolong diperbaiki dong sinyal sama jaringan nya  Saya pelanggan setia myXL masa kaya gini sih ga ada kemajuanya,myxl makin ga jelas udah berapa kali beli paket internet selalu tidak bisa di pakai tidak bisa digunakan  ahirnya uang saya abis cuma buat beli paket internet terus an  dan semalem sampe pagi ini  saya mau beli paket internet vip tidak bisa terus  udah sinyalnya parah ngeleg banget tolong diperbaiki dong sinyal sama jaringan nya  saya pelanggan setia myxl masa kaya gini sih ga ada kemajuanya
ada penarikan pulsa tanpa adanya persetujuan dari konsumen yg seharusnya tidak terjadi karna akan merusak citra proveder XL sendiri semisal sms dari nomor dll terus adanya paket tlp harian yg tanpa adanya persetujuan dari konsumen ini uda sebagian bentuk dari kecurangan kita stop ya gak bisa karna paket harian pada akhirnya konsumen gak lagi stok pulsa di sim card,ada penarikan pulsa tanpa adanya persetujuan dari konsumen yg seharusnya tidak terjadi karna akan merusak citra proveder xl sendiri semisal sms dari nomor dll terus adanya paket tlp harian yg tanpa adanya persetujuan dari konsumen ini uda sebagian bentuk dari kecurangan kita stop ya gak bisa karna paket harian pada akhirnya konsumen gak lagi stok pulsa di sim card
Akhir  ini Jaringan XL jadi kadang ilang sendiri  trus buat ngebuka beberapa aplikasi harus dimode pesawat dulu atau gk bisa masuk sama sekali  Buat masuk aplikasi XL aja gk bisa masuk  jadi kalo tiap cek info harus lewat nomor  Tolong diperbaiki  harga dinaikin ke harga yg sewajarnya gk apa masalah jaringan diperbaiki  Tolong ditanggapi  makasih,akhir  ini jaringan xl jadi kadang ilang sendiri  trus buat ngebuka beberapa aplikasi harus dimode pesawat dulu atau gk bisa masuk sama sekali  buat masuk aplikasi xl aja gk bisa masuk  jadi kalo tiap cek info harus lewat nomor  tolong diperbaiki  harga dinaikin ke harga yg sewajarnya gk apa masalah jaringan diperbaiki  tolong ditanggapi  makasih
Hanya saran ya supaya ada pengaturan paket kuota  kan ada paket combo  hotdrod  mini  game  dll  Kalo kita punya dua paket berbeda bisa ngatur mana dulu yang mau dipake  jadi paketnya berkurang sesuai keinginan kita  tidak ngurang sesuai tanggal beli  Kalo sesuai tgl beli  kita kan rugi  kalo kita beli paket lagi yg berbeda dari yang pertama  paket yg pertama gk bisa kepakai,hanya saran ya supaya ada pengaturan paket kuota  kan ada paket combo  hotdrod  mini  game  dll  kalo kita punya dua paket berbeda bisa ngatur mana dulu yang mau dipake  jadi paketnya berkurang sesuai keinginan kita  tidak ngurang sesuai tanggal beli  kalo sesuai tgl beli  kita kan rugi  kalo kita beli paket lagi yg berbeda dari yang pertama  paket yg pertama gk bisa kepakai
Permisi Saya mau nanya kenapa di saat saya mau klik pilih bonus tidak ada respon dan keluar dengan kata aplikasi tidak merespon  saya Download ulang sudah saya lakukan  saya restat hp saya sudah coba  udh bebrpa kali saya coba tetap seperti itu Mohon balesan,permisi saya mau nanya kenapa di saat saya mau klik pilih bonus tidak ada respon dan keluar dengan kata aplikasi tidak merespon  saya download ulang sudah saya lakukan  saya restat hp saya sudah coba  udh bebrpa kali saya coba tetap seperti itu mohon balesan
Apk nya tiba tiba terhenti mendadak dan tidak merespon ketika ingin menukarkan point  dan mengklaim bonus kuota jika ingin lebih baik dari jaringan operator lain perbaiki segera agar konsumen puas,apk nya tiba tiba terhenti mendadak dan tidak merespon ketika ingin menukarkan point  dan mengklaim bonus kuota jika ingin lebih baik dari jaringan operator lain perbaiki segera agar konsumen puas
Saya tdk banyak paham tentang PRIORITAS XL  karena info dr sales lewat phone cuma iya  iya  saja  tahunya terasa praktis PRIORITAS XL  kendala sekarang jika mau membayar apa bisa di Alfamart  Tolong bantu iya mas mbak  Tks,saya tdk banyak paham tentang prioritas xl  karena info dr sales lewat phone cuma iya  iya  saja  tahunya terasa praktis prioritas xl  kendala sekarang jika mau membayar apa bisa di alfamart  tolong bantu iya mas mbak  tks
nilai keunggulan &kekurangan card XL  Keunggulan dari card XL itu buat download streming sosial media enak  nilai Kekurangan  dari card XL itu dibuat maen game jaringan buruk  nilai Mending pakek jaringan WIFI stabil,nilai keunggulan &kekurangan card xl  keunggulan dari card xl itu buat download streming sosial media enak  nilai kekurangan  dari card xl itu dibuat maen game jaringan buruk  nilai mending pakek jaringan wifi stabil
Minta tolong  maya kalo di chat gak usah bertele tele yaa saya bingung mau nyampein keluhan kok bonus kuota aplikasinya nggak masuk  gak bisa di klaim  Tapi si maya gak bisa kasih solusinya,minta tolong  maya kalo di chat gak usah bertele tele yaa saya bingung mau nyampein keluhan kok bonus kuota aplikasinya nggak masuk  gak bisa di klaim  tapi si maya gak bisa kasih solusinya
sedih dibuka susah  pdahal jaringan bagus restart hp sudah berkali kali pas buka myxl baru masuk sebentar mau aktifin paket eeh tau tau sudah keluar lagi lagi lagi dan lagi sampe capek bolak balik terus ,sedih dibuka susah  pdahal jaringan bagus restart hp sudah berkali kali pas buka myxl baru masuk sebentar mau aktifin paket eeh tau tau sudah keluar lagi lagi lagi dan lagi sampe capek bolak balik terus 
Disitu ada tulisan ambil bonus anda tapi pas saya mau ambil bonusnya ada tulisan  Oops  terjadi kesalahan dalam proses aktivasi  silahkan tunggu beberapa saat lagi  tapi tetep aja gak bisa  tolong dong XL dibantu,disitu ada tulisan ambil bonus anda tapi pas saya mau ambil bonusnya ada tulisan  oops  terjadi kesalahan dalam proses aktivasi  silahkan tunggu beberapa saat lagi  tapi tetep aja gak bisa  tolong dong xl dibantu
Terimakasih XL semenjak saya ke gerai untuk aktifkan signal kencang luar biasa Pekerjaan yg membutuhkan koneksi internet jadi gak terhambat IS THE BEST pokok nya Konsisten dalam pelayanan terus menerus SALAM IMPROVEMENT,terimakasih xl semenjak saya ke gerai untuk aktifkan signal kencang luar biasa pekerjaan yg membutuhkan koneksi internet jadi gak terhambat is the best pokok nya konsisten dalam pelayanan terus menerus salam improvement
penangan internet XL Home selalu lambat  tiap kali internet bermasalah diminta hanya bersabar menunggu berhari  tanpa ada visit lgsg ke lapangan  skrg aplikasi mlh gak bisa dibuka sama sekali  selalu tiba  klr  payahh,penangan internet xl home selalu lambat  tiap kali internet bermasalah diminta hanya bersabar menunggu berhari  tanpa ada visit lgsg ke lapangan  skrg aplikasi mlh gak bisa dibuka sama sekali  selalu tiba  klr  payahh
Kalo buat gamers sangat tidak rekomendasi buat paket Yg di berikan xl mllb sama ff Jangan ambil yg free karna buat maen game jaringan menghubungkan tiap rank Mending ambil yg unlimited YouTube Kalo ambil yg free game Sangat gak jelas padahal di jaringan full Parah,kalo buat gamers sangat tidak rekomendasi buat paket yg di berikan xl mllb sama ff jangan ambil yg free karna buat maen game jaringan menghubungkan tiap rank mending ambil yg unlimited youtube kalo ambil yg free game sangat gak jelas padahal di jaringan full parah
Sangat mengecewakan awalnya tidak pake pin sekarang sudah pake pin dan dimana lagi di suruh buat pin sudah di buat pin nya Eh malah gagal mulu sudah puluhan kali tapi tetep masih gagal Bikin emosi Tolong perbaiki,sangat mengecewakan awalnya tidak pake pin sekarang sudah pake pin dan dimana lagi di suruh buat pin sudah di buat pin nya eh malah gagal mulu sudah puluhan kali tapi tetep masih gagal bikin emosi tolong perbaiki
pulsa kepotong  berkurang  sendiri  pertama ada keterangan nya di riwayat transaksi  yg ke hilang tanpa keterangan dg nominal yg ga sedikit  menurut saya Sangat sangat kecewa  SAYA SUDAH MENGAKTIFKAN FITUR KONTROL PULSA JAUH SEBELUM PULSA SAYA TERPOTONG,pulsa kepotong  berkurang  sendiri  pertama ada keterangan nya di riwayat transaksi  yg ke hilang tanpa keterangan dg nominal yg ga sedikit  menurut saya sangat sangat kecewa  saya sudah mengaktifkan fitur kontrol pulsa jauh sebelum pulsa saya terpotong
untuk kualitas internet sih bisa di bilang terbaik  cuma sering ada lag  detik setetiap beberapa saat hal itu sangat mengganggu saya khususnya saat bermain game  dan di SMS ada diskon ketika saya buka * * * tidak ada diskon sama sekali,untuk kualitas internet sih bisa di bilang terbaik  cuma sering ada lag  detik setetiap beberapa saat hal itu sangat mengganggu saya khususnya saat bermain game  dan di sms ada diskon ketika saya buka * * * tidak ada diskon sama sekali
Parah ni  Masak aku pake wifi tapi pulsa tetep kesedot  Jelas banget lagi pas mau beli paket masih ada tu pulsanya giliran pas beli gagal terus tapi pulsa ikut raip Padahal proses aktivasi pake wifi,parah ni  masak aku pake wifi tapi pulsa tetep kesedot  jelas banget lagi pas mau beli paket masih ada tu pulsanya giliran pas beli gagal terus tapi pulsa ikut raip padahal proses aktivasi pake wifi
Tiap ari update terus  sementara mau menonaktifkan sesuatu eror terus  Kalo kayak gini trus pulsa dibiarin habis dulu baru isi ulang  Dari pada eror mulu,tiap ari update terus  sementara mau menonaktifkan sesuatu eror terus  kalo kayak gini trus pulsa dibiarin habis dulu baru isi ulang  dari pada eror mulu
Kuota masih banyak  tapi seringnya lemot jaringan xl  bikin pusing kenapa kuota ndak akumulasi vocher extra kombo lite sisa Gb  ditambah Vocher lagi baru kok Gbnya gak ada  Mohon pencerahan  Trims  Dan masih sama,kuota masih banyak  tapi seringnya lemot jaringan xl  bikin pusing kenapa kuota ndak akumulasi vocher extra kombo lite sisa gb  ditambah vocher lagi baru kok gbnya gak ada  mohon pencerahan  trims  dan masih sama
Udah paketan XL prioritas harusnya kouta sisa bisa ke akumulasi sama kouta baru  tapi ini malah ke reset semua  gak jelas tau gt mending gak usah pake embel  kouta xl prioritas anti hangus  kouta gak ada pulsa kepotong stress lu,udah paketan xl prioritas harusnya kouta sisa bisa ke akumulasi sama kouta baru  tapi ini malah ke reset semua  gak jelas tau gt mending gak usah pake embel  kouta xl prioritas anti hangus  kouta gak ada pulsa kepotong stress lu
Terlalu sering lelet Pulsa sering kepotong Suka suka nenek moyang mu aja Potong pulsa Ini namanya melanggar hak konsumen untuk menyisihkan pulsa  Mana jaringan nya lelet  XL  Xlalu Lelet,terlalu sering lelet pulsa sering kepotong suka suka nenek moyang mu aja potong pulsa ini namanya melanggar hak konsumen untuk menyisihkan pulsa  mana jaringan nya lelet  xl  xlalu lelet
Kenapa sinyal sekarang malah tambah lag dan sering sekali hilang koneksi Apakah PT XL tidak bisa mengurus semua itu Kami kecewa dengan ini saya beli paket mahal tapi apa sinyal aja jelek gini tolong sekali secepat mungkin di perbaiki terimakasih  *SEMOGA DI BACA KALAU TDK BERARTI SUDAH TAK MAU LAGI MENGURUS SEMUA KOMENTAR KAMI DAN ANDA LALAI DENGAN PERTANGGUNGJAWABAN ANDA*,kenapa sinyal sekarang malah tambah lag dan sering sekali hilang koneksi apakah pt xl tidak bisa mengurus semua itu kami kecewa dengan ini saya beli paket mahal tapi apa sinyal aja jelek gini tolong sekali secepat mungkin di perbaiki terimakasih  *semoga di baca kalau tdk berarti sudah tak mau lagi mengurus semua komentar kami dan anda lalai dengan pertanggungjawaban anda*
xl kenceng bgt nyedot paket  jaringan low tapi paket cepet abis beda bgt sama plat merah aplikasi juga sering update ga ad perubahan wa juga lama bgt send  ga bebas browsing lagi vendornya juga ga jelas yg mana,xl kenceng bgt nyedot paket  jaringan low tapi paket cepet abis beda bgt sama plat merah aplikasi juga sering update ga ad perubahan wa juga lama bgt send  ga bebas browsing lagi vendornya juga ga jelas yg mana
Sinyalnya jelek  Buat emosi kalau main game  Pokoknya jaringannya kalau bisa diperbaikin wilayah bagian berastagi  Kalau gk bisa diperbaikin  Jangan lagi dijual kartunya  Buat konsumen kecewa aja  Terima kasih  Salam dari kota berastagi kab  karo,sinyalnya jelek  buat emosi kalau main game  pokoknya jaringannya kalau bisa diperbaikin wilayah bagian berastagi  kalau gk bisa diperbaikin  jangan lagi dijual kartunya  buat konsumen kecewa aja  terima kasih  salam dari kota berastagi kab  karo
Maaf yah XL biarpun kartu sya dari tahun XL bebas angka tp maaf sya rasa alasan sya udh cukup bersabar selain masa tenggang yg minim serta beberapa minggu terakhir ini jaringan gk jelas untuk YouTube sangat LANCAR tp untuk fb ig social chat massager sulit buat dibuka entah apa yg merasukimu XLANGKAH MAU MUNDUR sya pindah haluan dlu kesebelah si merah promonya lagi bombastis gk kaya kamu  ku relakan nomerku  digitku hilang bak ditelan bumi smoga XL XEMAKIN MUNDUR,maaf yah xl biarpun kartu sya dari tahun xl bebas angka tp maaf sya rasa alasan sya udh cukup bersabar selain masa tenggang yg minim serta beberapa minggu terakhir ini jaringan gk jelas untuk youtube sangat lancar tp untuk fb ig social chat massager sulit buat dibuka entah apa yg merasukimu xlangkah mau mundur sya pindah haluan dlu kesebelah si merah promonya lagi bombastis gk kaya kamu  ku relakan nomerku  digitku hilang bak ditelan bumi smoga xl xemakin mundur
Setiap malam dan cuaca mau hujan  pasti jaringan nya putus Tolong dong pihak XL di kuat kan lagi server nya  jadi tidak nyaman lagi menggunakan kuota data nya kalau setiap malam dan cuaca mau hujan jaringan server nya putus terus,setiap malam dan cuaca mau hujan  pasti jaringan nya putus tolong dong pihak xl di kuat kan lagi server nya  jadi tidak nyaman lagi menggunakan kuota data nya kalau setiap malam dan cuaca mau hujan jaringan server nya putus terus
Sekarang  suka eror  terjadi ke salahan terus  Mohon di tingkatkan pelayanan nya  Saya gunakan my xl  Mau tambah no baru terjadi ke salahan aja,sekarang  suka eror  terjadi ke salahan terus  mohon di tingkatkan pelayanan nya  saya gunakan my xl  mau tambah no baru terjadi ke salahan aja
Menikmati kenyamanan sebagai pelanggan prioritas yg sinyalnya ga pernah diprioritasin  Tetep dikasi bintang lima  biar semua pegawainya bahagia  yg paling bahagia sudah pasti bos nya,menikmati kenyamanan sebagai pelanggan prioritas yg sinyalnya ga pernah diprioritasin  tetep dikasi bintang lima  biar semua pegawainya bahagia  yg paling bahagia sudah pasti bos nya
semakin kesini  bukan nya semakin  bagus  tapi semakin buruk jaringan nya  kadang  ngilang  kalau quota  mungkin xl termasuk murah  di banding provider lain  tapi yaitulan sinyal nya tak stabil  di daerah saya,semakin kesini  bukan nya semakin  bagus  tapi semakin buruk jaringan nya  kadang  ngilang  kalau quota  mungkin xl termasuk murah  di banding provider lain  tapi yaitulan sinyal nya tak stabil  di daerah saya
Aplikasi ini gunanya buat apaan sih Mau belipaket internet aj ga ada di menu pembelian Giliran live chat jawaban ga ada yg bener Yg di tanya ap jawabannya apa Yg betul betul lah Kalo bikin aplikasi Jangan suka merugikan pelanggan sendiri Jaringan juga ga stabil buat nonton yutube juga patah,aplikasi ini gunanya buat apaan sih mau belipaket internet aj ga ada di menu pembelian giliran live chat jawaban ga ada yg bener yg di tanya ap jawabannya apa yg betul betul lah kalo bikin aplikasi jangan suka merugikan pelanggan sendiri jaringan juga ga stabil buat nonton yutube juga patah
Saya salah satu pengguna XL berharap sinyal yg bagus dr XL  tapi sering eror  sinyal sering jadi EDGE lemoot puool Jadi ga iso kerja  ga bisa dapet orderan Trus yang di rugikan sapa ya  Kuota jug beli  ga gratis MIKIR GA YA KAYAK SETINGAN SERVER,saya salah satu pengguna xl berharap sinyal yg bagus dr xl  tapi sering eror  sinyal sering jadi edge lemoot puool jadi ga iso kerja  ga bisa dapet orderan trus yang di rugikan sapa ya  kuota jug beli  ga gratis mikir ga ya kayak setingan server
setelah di update aplikasi tidak bisa beroperasi dengan baik  coba lagi terus  Pulsa saya juga terkuras walaupun saya tidak menghidupkan jaringan  Sudah isi kuota tapi tidak bisa dan coba lagi terus  Mohon diperbaiki  Terimakasih banyak,setelah di update aplikasi tidak bisa beroperasi dengan baik  coba lagi terus  pulsa saya juga terkuras walaupun saya tidak menghidupkan jaringan  sudah isi kuota tapi tidak bisa dan coba lagi terus  mohon diperbaiki  terimakasih banyak
Jaringan XL makin Sampah  Setiap main game online putus Daerah Pekanbaru XL semakin Sampah  Jangan Kalian Hapus postingan Saya ne  Perbaiki Layanan kalian  Makin parah aja jaringan kalian macam tinggal di hutan kita,jaringan xl makin sampah  setiap main game online putus daerah pekanbaru xl semakin sampah  jangan kalian hapus postingan saya ne  perbaiki layanan kalian  makin parah aja jaringan kalian macam tinggal di hutan kita
Kenapa di xl store tidak ada penawaran Tulisannya Nantikan Penawaran Lainnya terus Gimana saya mau tau rincian atau detail dan informasi paket data yang mau saya beli Kalo harus dial * buat ada aplikasi myXL Lebih baik provider sebelah  murah dan mudah Kita liat aja beberapa hari ke depan  klo masih ginih terus wasalam deh,kenapa di xl store tidak ada penawaran tulisannya nantikan penawaran lainnya terus gimana saya mau tau rincian atau detail dan informasi paket data yang mau saya beli kalo harus dial * buat ada aplikasi myxl lebih baik provider sebelah  murah dan mudah kita liat aja beberapa hari ke depan  klo masih ginih terus wasalam deh
Kenapa setelah update fitur my pin tidak bisa  beli paket juga tidak bisa  bagi paket juga  idak bisa  harus buat pin baru  sedangkan fitur tersebut erorr,kenapa setelah update fitur my pin tidak bisa  beli paket juga tidak bisa  bagi paket juga  idak bisa  harus buat pin baru  sedangkan fitur tersebut erorr
Saya sangat kecewa dengan komplain yg sengaja di blok oleh pihak XL Care supaya tidak muncul Pulsa saya berkurang padahal data seluler tidak diaktifkan dari sebelum top up pulsa sore hari sampai saat ini  lalu pulsa saya berkurang habis karena SMS langganan yg tidak sama sekali saya berlangganan parah Saat saya mencoba menjelaskan kepada agen XL Care karena perpindahan beberapa agen sebumnya malah diblokir pesannya tidak muncul padahal sempat terkirim  ,saya sangat kecewa dengan komplain yg sengaja di blok oleh pihak xl care supaya tidak muncul pulsa saya berkurang padahal data seluler tidak diaktifkan dari sebelum top up pulsa sore hari sampai saat ini  lalu pulsa saya berkurang habis karena sms langganan yg tidak sama sekali saya berlangganan parah saat saya mencoba menjelaskan kepada agen xl care karena perpindahan beberapa agen sebumnya malah diblokir pesannya tidak muncul padahal sempat terkirim  
Halo kak  Sejak pandemi sinyal my XL ko down truss ya Sudah lama saya pakai tp baru kali ini sinyal down banget buat main Mohon diperbaiki lagi ya ,halo kak  sejak pandemi sinyal my xl ko down truss ya sudah lama saya pakai tp baru kali ini sinyal down banget buat main mohon diperbaiki lagi ya 
Hello Pt XL axiata Tbk  ini saya pengguna baru XL  dari yang saya nilai kelancaran dan kestabilan sinyal bagus saat bermain walaupun mengerjakan sesuatu  tetapi dalam hal download kok lama ya Dan dalam paket kouta kok cuman terbatas per bulan maksimal nya  mohon di pertingkatkan lagi ,hello pt xl axiata tbk  ini saya pengguna baru xl  dari yang saya nilai kelancaran dan kestabilan sinyal bagus saat bermain walaupun mengerjakan sesuatu  tetapi dalam hal download kok lama ya dan dalam paket kouta kok cuman terbatas per bulan maksimal nya  mohon di pertingkatkan lagi 
Ini bukan masalah jaringan  tapi masalahnya kenapa apk my xl terasa berat sudah saya katakan susah masuk untuk pindah halaman udah uninstal jg tetap sama crash melulu Tolonglah di perbaiki lagi sistem di apk my xl Biar gak berat terima kasih,ini bukan masalah jaringan  tapi masalahnya kenapa apk my xl terasa berat sudah saya katakan susah masuk untuk pindah halaman udah uninstal jg tetap sama crash melulu tolonglah di perbaiki lagi sistem di apk my xl biar gak berat terima kasih
Awal make xl bangga banget lancar jaya Tp makin ksini kok malah lelet banget sinyalnya Kuota masih banyak tp sering bgt ga bisa lancar make nya Jd ngerasa rugi beli kuota tp kek gini pas mau pake Kecewa,awal make xl bangga banget lancar jaya tp makin ksini kok malah lelet banget sinyalnya kuota masih banyak tp sering bgt ga bisa lancar make nya jd ngerasa rugi beli kuota tp kek gini pas mau pake kecewa
Aplikasi memburuk  saya beli kuota tra on GB tapi loadingnya lama menitan padahal sinyal full  saya balik ke dashboard dan refresh  awal pulsa masih utuh dan kuota paket masih kosong  trs keluar dari aplikasi XL tunggu sebentar  takut udah kebeli tapi pending  tapi belum masuk masuk juga pembeliannya  akhirnya buka kembali app XL dan beli dengan paket yang sama  dan langsung berhasil  tapi dapet SMS pembelian kuota pas saya cek tenyata saya melakukan pembelian kan ngeselin jdi rugi,aplikasi memburuk  saya beli kuota tra on gb tapi loadingnya lama menitan padahal sinyal full  saya balik ke dashboard dan refresh  awal pulsa masih utuh dan kuota paket masih kosong  trs keluar dari aplikasi xl tunggu sebentar  takut udah kebeli tapi pending  tapi belum masuk masuk juga pembeliannya  akhirnya buka kembali app xl dan beli dengan paket yang sama  dan langsung berhasil  tapi dapet sms pembelian kuota pas saya cek tenyata saya melakukan pembelian kan ngeselin jdi rugi
apk nya baguz bnget selain promo dan bonus kuota setelah isi pulsa apk ini juga bisa top up voucher game seperti free fire mobile legends codm pubg mobile ragnarok dan masih bnyak lagi harganya juga murah pokoknya the best lah gak nyesel download ini apk terus kembangin apk ini ya min tambahkan lebih banyak fitur lagi seperti pembelian kuota xtra combo dan diskon semoga mimin sehat selalu,apk nya baguz bnget selain promo dan bonus kuota setelah isi pulsa apk ini juga bisa top up voucher game seperti free fire mobile legends codm pubg mobile ragnarok dan masih bnyak lagi harganya juga murah pokoknya the best lah gak nyesel download ini apk terus kembangin apk ini ya min tambahkan lebih banyak fitur lagi seperti pembelian kuota xtra combo dan diskon semoga mimin sehat selalu
Permisi  kenapa pulsa saya terpotong setiap hari utk internet ya  Padahal saya sedang tidak menggunakan internet XL  saya mengisi pulsa agar tidak masuk masa tenggang  dan jika sudah terkumpul baru saya belikan kuota  setelah saya cek riwayat pulsa selalu terpotong setiap harinya Kecewa sekali dengan xl  padahal saya masih ingin menggunakan nomor xl  tpi kalau seperti ini kayaknya saya biarkan masuk masa tenggang saja  Saya menulis disni karena fitur live chat sama sekali tidak membantu,permisi  kenapa pulsa saya terpotong setiap hari utk internet ya  padahal saya sedang tidak menggunakan internet xl  saya mengisi pulsa agar tidak masuk masa tenggang  dan jika sudah terkumpul baru saya belikan kuota  setelah saya cek riwayat pulsa selalu terpotong setiap harinya kecewa sekali dengan xl  padahal saya masih ingin menggunakan nomor xl  tpi kalau seperti ini kayaknya saya biarkan masuk masa tenggang saja  saya menulis disni karena fitur live chat sama sekali tidak membantu
kok kuota saya dari paket lain tiba  hilang sih  padahal tanggal limitnya belum nyampe  apa emang gtu yah kalau beli paket lain otomatis paket yang lama jadi kehapus  padahal kuota saya masih ada  mohon bantuannya,kok kuota saya dari paket lain tiba  hilang sih  padahal tanggal limitnya belum nyampe  apa emang gtu yah kalau beli paket lain otomatis paket yang lama jadi kehapus  padahal kuota saya masih ada  mohon bantuannya
