Ulasan,cleansing
"XL jaringan nya ga stabil, apalagi pas musim hujan. Pengisian pulsa dan paket di aplikasi myxl pun aneh, ga sesuai dengan syarat dan ketentuan. Apalagi soal bonus atau jam ketentuan dll, ga sesuai janji manismuuu.",XL jaringan nya ga stabil  apalagi pas musim hujan  Pengisian pulsa dan paket di aplikasi myxl pun aneh  ga sesuai dengan syarat dan ketentuan  Apalagi soal bonus atau jam ketentuan dll  ga sesuai janji manismu
"Kami berharap ke depan aplikasi MyXL lebih tepat guna tidak banyak nenu basa basi. Kelemahan aplikasi MyXL : 1. Tidak ada notifikasi ber alarm untuk mengingatkan bahwa kuota hampir habis sehingga saat kuota internet sudah habis, pemakai tidak bisa membuka aplikasi. 2. Auto debet hanya bisa dengan kartu kredit. 3. Pemberitahuan di email kurang tepat, harusnya di SMS atau WhatsApp",Kami berharap ke depan aplikasi MyXL lebih tepat guna tidak banyak nenu basa basi  Kelemahan aplikasi MyXL Tidak ada notifikasi ber alarm untuk mengingatkan bahwa kuota hampir habis sehingga saat kuota internet sudah habis  pemakai tidak bisa membuka aplikasi Auto debet hanya bisa dengan kartu kredit Pemberitahuan di email kurang tepat  harusnya di SMS atau WhatsApp
"beli pulsa 50k niatnya mao paketin kuota sendiri eh belom 5menit itu pulsa kesedot sendiri..kejadian udah 4kali, total 200k hangus,kenapa kalian ambil pulsa saya?jangan hanya minta maaf ,apa kalian bisa ganti rugi?saya pake XL udah lama kenapa jadi kaya gini?kalo ada niatan ganti rugi saya tunggu via email,terima kasih..semoga tidak terulang lagi!",beli pulsa niatnya mao paketin kuota sendiri eh belom  menit itu pulsa kesedot sendiri  kejadian udah  kali  total hangus kenapa kalian ambil pulsa saya jangan hanya minta maaf  apa kalian bisa ganti rugi saya pake XL udah lama kenapa jadi kaya gini kalo ada niatan ganti rugi saya tunggu via email terima kasih  semoga tidak terulang lagi
"Makin kesinih makin mahal, bukannya makin murah, ini mah malah makin mahal. Voucher xl pun sekarang jadi mahal, terus daftar paket di apk myxl pun mahal2. Data edukasi tu percuma gk bisa dipakai, kebeli tapi gak bisa dipakai, kan sudah tidak lagi belajar, tolong dong sesuaikan dengan registrasi dari IKTP dong.",Makin kesinih makin mahal  bukannya makin murah  ini mah malah makin mahal  Voucher xl pun sekarang jadi mahal  terus daftar paket di apk myxl pun mahal Data edukasi tu percuma gk bisa dipakai  kebeli tapi gak bisa dipakai  kan sudah tidak lagi belajar  tolong dong sesuaikan dengan registrasi dari IKTP dong
"Ini xl kenapa sihhh..udh jaringan sering jelek,saya beli paket pun nggak masuk masuk padahal pembayaran sudah di lakukan,aplikasinya sering keluar sendiri...haduh",Ini xl kenapa sih  udh jaringan sering jelek saya beli paket pun nggak masuk masuk padahal pembayaran sudah di lakukan aplikasinya sering keluar sendiri haduh
"Saya kurangi bintangnya yang dari 5 ke 2, selalu upgrade apk tapi tidak ada perubahan yang signifikan.. Saat ingin check quota sering lag atau tidak muncul.. Buka aplikasi juga lambat",Saya kurangi bintangnya yang dari ke selalu upgrade apk tapi tidak ada perubahan yang signifikan Saat ingin check quota sering lag atau tidak muncul Buka aplikasi juga lambat
"Kuota mau habis? Gunakan pulsa siaga Rp 12000 seharga Rp 14400, akan kami potong pada pengisian pulsa berikutnya. Balas OK untuk menerima Maksud dari spam chat ini apa yah ,setiap hari pasti ada ,dan ganggu sinyal nya",Kuota mau habis  Gunakan pulsa siaga Rp seharga Rp akan kami potong pada pengisian pulsa berikutnya  Balas OK untuk menerima Maksud dari spam chat ini apa yah  setiap hari pasti ada  dan ganggu sinyal nya
"Kouta bonus aplikasi combo plus saya 18GB tidak bisa di gunakan padahal saya beli banyak, saya coba menyelesaikannya di live chat anehnya ga bisa membantu sudah antri lama,sudah terhubung malah antri lagi nomernya antrian 22,kan parah....sampah sekarang tidak bisa mengambil bonus aplikasi 18GB 1bulan sudah menggunakan versi terbaru 5.5.9",Kouta bonus aplikasi combo plus saya  GB tidak bisa di gunakan padahal saya beli banyak  saya coba menyelesaikannya di live chat anehnya ga bisa membantu sudah antri lama sudah terhubung malah antri lagi nomernya antrian kan parah sampah sekarang tidak bisa mengambil bonus aplikasi  GB  bulan sudah menggunakan versi terbaru
"Perhitungan kuota prioritas yg gk bisa dimengerti customer,,,gua langganan prioritas dg jatah kuota 40G per bulan dan tlp 150mnit,,tp dipake tlp kena biaya lain, kuota kepake 1 g ada estimasi tagihan 158rb,, kalo daftar prioritas cukup by phone, tp jika mau berhenti berlangganan gk bisa by phone,, operator aneh kesannya jd seperti pemalakan",Perhitungan kuota prioritas yg gk bisa dimengerti customer gua langganan prioritas dg jatah kuota per bulan dan tlp  mnit  tp dipake tlp kena biaya lain  kuota kepake ada estimasi tagihan  rb kalo daftar prioritas cukup by phone  tp jika mau berhenti berlangganan gk bisa by phone operator aneh kesannya jd seperti pemalakan
"Tiga bintang dulu,signal XL nya kalo video call gambar pecah-pecah,suara putus-putus. Tolong diperbaiki dan ditingkat kan kualitas signal nya trima kasih.",Tiga bintang dulu signal XL nya kalo video call gambar pecah pecah suara putus putus  Tolong diperbaiki dan ditingkat kan kualitas signal nya trima kasih
"Halo pihak XL, saya mau minta pertanggungjawaban, karena pulsa saya kepotong 18.000 stelah mendownload my XL, jika ingin mencari keuntungan jgn seperti ini, ini sama dengan merugikan pengguna XL Dan tidak ada tanggapan dari live chat. Sangat buruk sekali",Halo pihak XL  saya mau minta pertanggungjawaban  karena pulsa saya kepotong stelah mendownload my XL  jika ingin mencari keuntungan jgn seperti ini  ini sama dengan merugikan pengguna XL Dan tidak ada tanggapan dari live chat  Sangat buruk sekali
"Mau buka app nya ajja setengah mati lama nya, maaf bukan nya ngejelek2in tp fakta, sy komplen ini ke myxl yah bukan ke provider xl. Biar ada pengembangan, peningkatan.",Mau buka app nya ajja setengah mati lama nya  maaf bukan nya ngejelek in tp fakta  sy komplen ini ke myxl yah bukan ke provider xl  Biar ada pengembangan  peningkatan
Jaringan sangat tidak stabil. Bukan 1 kali 2 kali. Hampir tiap hari. Kadang hilang sendiri. Paling lama sejam hilang loh. Apasih. Internetan malah bikin darting. Pelayanan CS nya jga kagak jelas. MAYA MAYA MAYA. Langsung to the point. Pemecahan masalah. Gk pake ribet. Udah jaringan lelet + penanganan sangat tidak memuaskan,Jaringan sangat tidak stabil  Bukan kali kali  Hampir tiap hari  Kadang hilang sendiri  Paling lama sejam hilang loh  Apasih  Internetan malah bikin darting  Pelayanan CS nya jga kagak jelas  MAYA MAYA MAYA  Langsung to the point  Pemecahan masalah  Gk pake ribet  Udah jaringan lelet penanganan sangat tidak memuaskan
Gila. Kesel banget gua nih. Setiap beli pulsa langsung kepotong gak tau kenapa. Udahlah kepotong nya banyak banget lagi. Kayak maling aja. Se harunya gk bisa kayak gini dong harus tangung jawab,Gila  Kesel banget gua nih  Setiap beli pulsa langsung kepotong gak tau kenapa  Udahlah kepotong nya banyak banget lagi  Kayak maling aja  Se harunya gk bisa kayak gini dong harus tangung jawab
Mau di kota atu di kampung. Sama aja jaringannya lemot mau pake paket yg VIP pun juga gak ngaruh.. XL bangkong... Liat ratting ulasan ternyata sama keluhannya. Liar binasa ðŸ‘‹ðŸ‘‹ðŸ‘‹,Mau di kota atu di kampung  Sama aja jaringannya lemot mau pake paket yg VIP pun juga gak ngaruh XL bangkong Liat ratting ulasan ternyata sama keluhannya  Liar binasa 
"Tolong jangan dihapus lagi lah, ini demi kebaikan pengguna yang lain, tolong sediakan pembelian kuota dengan SMS, kasihan pengguna yang sinyalnya tindak mendukung",Tolong jangan dihapus lagi lah  ini demi kebaikan pengguna yang lain  tolong sediakan pembelian kuota dengan SMS  kasihan pengguna yang sinyalnya tindak mendukung
Ini SMS dari 4444. Nomer Anda sudah diaktifkan sebelumnya. Untuk registrasi ketik : DAFTAR#NIK#NomorKK kirim ke 4444. Tetapi tetap saja no XL baru beli ini tidak bisa di pakai. Padahal masa berlaku s/d 31 Maret 2022,Ini SMS dari Nomer Anda sudah diaktifkan sebelumnya  Untuk registrasi ketik DAFTAR kirim ke Tetapi tetap saja no XL baru beli ini tidak bisa di pakai  Padahal masa berlaku Maret
"please lah XL salah saya apa kenapa saya beli pulsa kepotong nya gede bngtttttttt jadi gk bisa buat ke paketan,apa itu bukan malinggggg,padahal saya gk nyalain data!!!dasar XL penipu maling jijik gw pake xl",please lah XL salah saya apa kenapa saya beli pulsa kepotong nya gede bngt jadi gk bisa buat ke paketan apa itu bukan maling padahal saya gk nyalain data dasar XL penipu maling jijik gw pake xl
"Hai min, emang xl ada masalah ya, dirumah saya biasanya sinyalnya lancar jaya, tapi kok akhir akhir ini ga ada sinyal, padahal kuota masih banyak hehee",Hai min  emang xl ada masalah ya  dirumah saya biasanya sinyalnya lancar jaya  tapi kok akhir akhir ini ga ada sinyal  padahal kuota masih banyak hehee
"Sering keluar sendiri saat mau buka aplikasinya, jadi terganggu. Padahal kondisi sinyal, hape, segala macem baik baik aja. Tapi overall berguna kok fiturnya.",Sering keluar sendiri saat mau buka aplikasinya  jadi terganggu  Padahal kondisi sinyal  hape  segala macem baik baik aja  Tapi overall berguna kok fiturnya
"Bagus untuk kontrol kuota krn bisa cek secara detail.. tapi kadang harus selalu update kl g update muncul tulisan "" tunggu 30 detik "" udh diklik lanjutkan msih kluar tulisan itu... ðŸ˜“ðŸ˜“",Bagus untuk kontrol kuota krn bisa cek secara detail tapi kadang harus selalu update kl update muncul tulisan tunggu detik udh diklik lanjutkan msih kluar tulisan itu 
Gini loh yah saya beli paket 6GB saya pas itu 1GB besok nya 1GB jadi total nya 2GB malamnya saya mau buka tik tok gk bisa ternyata paket nya udah habis ini maksudnya apa yh? Saya beli itu pake uang loh bukan pake daun 4GB nya hilang kemana pas saya cek udah 0KB ini gimana yh??? Saya juga udah hemat loh buat beli paket saya udah muyak kalau kayak gini. Di perbaiki lagi yh semoga lebih bagus dan harus sama GB yg di tulis di paket nya jangan cuman tulisan aja!!!!ðŸ˜€ðŸ™ðŸ»,Gini loh yah saya beli paket  GB saya pas itu  GB besok nya  GB jadi total nya  GB malamnya saya mau buka tik tok gk bisa ternyata paket nya udah habis ini maksudnya apa yh  Saya beli itu pake uang loh bukan pake daun  GB nya hilang kemana pas saya cek udah  KB ini gimana yh Saya juga udah hemat loh buat beli paket saya udah muyak kalau kayak gini  Di perbaiki lagi yh semoga lebih bagus dan harus sama GB yg di tulis di paket nya jangan cuman tulisan aja 
"Mantap kritik dan saran saya didengar oleh pihak XL, sekarang saya ga takut lagi pulsanya hilang karna sms langganan yg tak jelas maupun terkuras karna internet diluar quota. Good JoB, tinggal perbaiki masalah jaringan ditempat saya.",Mantap kritik dan saran saya didengar oleh pihak XL  sekarang saya ga takut lagi pulsanya hilang karna sms langganan yg tak jelas maupun terkuras karna internet diluar quota  Good JoB  tinggal perbaiki masalah jaringan ditempat saya
"Assalamualaikum Kepada pihak XL yang terhormat, mohon bantuannya Saya sudah memasukkan nomor yang benar tetapi pada saat saya klik ""lanjutkan"", muncul tulisan: ""Sedang Terjadi Kesalahan. Maaf, saat ini Anda belum bisa masuk dan menggunakan layanan myXL. Silakan coba beberapa saat lagi. (Kode: )"" Mohon bantuannya Terima kasih ðŸ™",Assalamualaikum Kepada pihak XL yang terhormat  mohon bantuannya Saya sudah memasukkan nomor yang benar tetapi pada saat saya klik  lanjutkan muncul tulisan Sedang Terjadi Kesalahan  Maaf  saat ini Anda belum bisa masuk dan menggunakan layanan myXL  Silakan coba beberapa saat lagi Kode Mohon bantuannya Terima kasih 
Jaringan nya bagus banget !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! Tapi boong,Jaringan nya bagus banget Tapi boong
"Kenapa pulsa saya terpotong padahal saya menggunakan WiFi? Dan saya juga tidak punya hutang pulsa di XL, bisa tolong jelaskan? Saya sudah bertanya kepada Maya, namun tidak ada balasan",Kenapa pulsa saya terpotong padahal saya menggunakan WiFi  Dan saya juga tidak punya hutang pulsa di XL  bisa tolong jelaskan  Saya sudah bertanya kepada Maya  namun tidak ada balasan
"Harusnya makin lama,makin bagus ini malah makin lama makin lemot jaringannya. Pas awal pake xl suka karna jaringannya bagus sekarang malah jaringan 4G tapi loading sampai batrei habis,miris",Harusnya makin lama makin bagus ini malah makin lama makin lemot jaringannya  Pas awal pake xl suka karna jaringannya bagus sekarang malah jaringan tapi loading sampai batrei habis miris
"Tidak ada pengaturan non aktif paket yg telah di beli tanpa menghilangkan paket tersebut sebelum masa aktif berakhir, sehingga klo mau mengaktifkan paket yg lain ga bisa krna otomatis memilih paket sebelumnya",Tidak ada pengaturan non aktif paket yg telah di beli tanpa menghilangkan paket tersebut sebelum masa aktif berakhir  sehingga klo mau mengaktifkan paket yg lain ga bisa krna otomatis memilih paket sebelumnya
Karna saya selalu di persulit ketika mau balik lagi ke XL prabayar padahal tagihan sudah saya bayar semua tapi kenapa proses nya lama dulu aja pas mau daftar ke XL pascabayar di proses nya gak lama.ðŸ˜ŒðŸ˜Œ Intinya saya mau balik lagi ke XL prabayar nanti baru di kasih bintang 5,Karna saya selalu di persulit ketika mau balik lagi ke XL prabayar padahal tagihan sudah saya bayar semua tapi kenapa proses nya lama dulu aja pas mau daftar ke XL pascabayar di proses nya gak lama  Intinya saya mau balik lagi ke XL prabayar nanti baru di kasih bintang
Cukup membantu untuk beli paket kuota dan cek status kuota.. tp sayang klo ada 2 paket aktif kenapa yg berkurang duluan yg masa aktifnya lebih lama.. aneh sii.. mohon diperhatikan dan diperbaiki yaa.. trimakasih,Cukup membantu untuk beli paket kuota dan cek status kuota tp sayang klo ada paket aktif kenapa yg berkurang duluan yg masa aktifnya lebih lama aneh sii mohon diperhatikan dan diperbaiki yaa trimakasih
"Kalau ada kolom NOL bintang saya akan pilih kolom NOL bintang, sebab tidak pantas walau cuma untuk satu bintang, sebab sinyal lelet lemoot ditambah listrik PLN mati/aliran, maka tambah lemoot leletðŸ‘Ž",Kalau ada kolom NOL bintang saya akan pilih kolom NOL bintang  sebab tidak pantas walau cuma untuk satu bintang  sebab sinyal lelet lemoot ditambah listrik PLN mati aliran  maka tambah lemoot lelet
"Sinyal sering drop, sering sinyalnya tiba-tiba hilang (lagi dijalan, padahal cuaca cerah, gak mati listrik), gagal memuat data saat menggunakan aplikasi, tidak bisa beli beberapa paket internet sekaligus atau harus satu-satu baru bisa, harga paket internet yang terus mahal padahal kualitas tidak sesuai, ping internet tidak stabil dan sebenarnya masih banyak lagi. Untuk overall bagi pengguna yang sabar mungkin masih recommend menggunakan provider ini. Semoga bisa lebih baik lagi kedepannya!",Sinyal sering drop  sering sinyalnya tiba tiba hilang  lagi dijalan  padahal cuaca cerah  gak mati listrik gagal memuat data saat menggunakan aplikasi  tidak bisa beli beberapa paket internet sekaligus atau harus satu satu baru bisa  harga paket internet yang terus mahal padahal kualitas tidak sesuai  ping internet tidak stabil dan sebenarnya masih banyak lagi  Untuk overall bagi pengguna yang sabar mungkin masih recommend menggunakan provider ini  Semoga bisa lebih baik lagi kedepannya
"Aplikasi ini 5.5.9, aplikasi eror, terutama karena xtra combo plus tidak bisa buka. Bonus tidak ada. Masih terbaik 5.5.0, semoga bisa membantu.",Aplikasi ini aplikasi eror  terutama karena xtra combo plus tidak bisa buka  Bonus tidak ada  Masih terbaik semoga bisa membantu
Apa gunanya ada program swadaya untuk MITRA DRIVER GOJEK. namun tidak bisa di akses.. sejak desember halaman tidak bisa di akses bahkan dr aplikasi My XL pilihan paket tidak tampil zonk. Saya pelanggan XL dari 2007 sampai sekarang tapi tidak ada bonus atau reward apapun yang saya dapat melainkan RASA KECEWA ðŸ˜ ðŸ˜ ðŸ˜,Apa gunanya ada program swadaya untuk MITRA DRIVER GOJEK  namun tidak bisa di akses sejak desember halaman tidak bisa di akses bahkan dr aplikasi My XL pilihan paket tidak tampil zonk  Saya pelanggan XL dari sampai sekarang tapi tidak ada bonus atau reward apapun yang saya dapat melainkan RASA KECEWA 
"Untuk update saat ini cukup lumayan bagus,tetapi pada fitur *KONTROL PULSA* tetap di tingkatkan lagi fiturnya. Dan di fitur Live Chat Asisten Virtual Maya sudah lumayan bagus,tapi ketika mengakses nya sedikit ada ""lagging"" Juga pada fitur cek area/device VoLTE/4G sedikit mengalami nge - ""Freez"" disaat itu juga mengalami sedikit peningkatan suhu pada device.",Untuk update saat ini cukup lumayan bagus tetapi pada fitur *KONTROL PULSA* tetap di tingkatkan lagi fiturnya  Dan di fitur Live Chat Asisten Virtual Maya sudah lumayan bagus tapi ketika mengakses nya sedikit ada  lagging  Juga pada fitur cek area device VoLTE sedikit mengalami nge Freez  disaat itu juga mengalami sedikit peningkatan suhu pada device
"Lumayan suka saya selama makai krtu XL AXiata cukup membantu. Tetapi jaringan sering hilang mohon jaringanx di tingkatkan lagi,,,,saya kasih â­3 dlu nanti makin bagus jaringanx saya tmbah â­ lgi..... Terima kasih",Lumayan suka saya selama makai krtu XL AXiata cukup membantu  Tetapi jaringan sering hilang mohon jaringanx di tingkatkan lagi saya kasih dlu nanti makin bagus jaringanx saya tmbah  lgi Terima kasih
Sinyal XL sungguh hancur di daerah Gresik kecamatan Benjeng. Kadang sudah 4G+ buat main game tibaÂ² jadi H. Alhasil main game online jadi amburadul. Kalah terus garaÂ² sinyal yg hancur. Tolong di perbaiki kalau gak mau kalah sama yg lain. Kalau gini terus nomer XL saya hanguskan biar jera.,Sinyal XL sungguh hancur di daerah Gresik kecamatan Benjeng  Kadang sudah buat main game tiba jadi Alhasil main game online jadi amburadul  Kalah terus gara sinyal yg hancur  Tolong di perbaiki kalau gak mau kalah sama yg lain  Kalau gini terus nomer XL saya hanguskan biar jera
"Apk.bagus. tp sinyal jlk banget hari ini. Dari pagi E terus. Apalagi klo hujan. Sy skrg d jln Baturaja jakpus. Sering d bully sm rekan krj krn pke XL. ini bukan nyinyir y,tp masukan utk XL. Krn sy ttp pke XL.",Apk bagus  tp sinyal jlk banget hari ini  Dari pagi terus  Apalagi klo hujan  Sy skrg jln Baturaja jakpus  Sering bully sm rekan krj krn pke XL  ini bukan nyinyir tp masukan utk XL  Krn sy ttp pke XL
Pengen beli paket data kok kosong.... udah update 2x sampe hapus data.... tetep aja NIHIL.... Mana my XL ?????? Jaringan buat sy dah lumayan ...tapi kaga bisa beli paket....,Pengen beli paket data kok kosong udah update sampe hapus data tetep aja NIHIL Mana my XL Jaringan buat sy dah lumayan tapi kaga bisa beli paket
"Ini apa apl nya apa sinyalnya sih !!? Pas di buka malah ada tulisan ""Coba lagi coba lagi coba lagi"" trus aja gitu...kayanya dua duanya dech !!",Ini apa apl nya apa sinyalnya sih Pas di buka malah ada tulisan  Coba lagi coba lagi coba lagi  trus aja gitu kayanya dua duanya dech
"Saya pengguna kartu perdana xl yang cukup lama sangat kecewa, Setiap kali isi pulsa selalu terpotong 1000/harinya padahal tidak di gunakan sama sekali dan anehnya setiap hari ada sms ""(Anda sedang menikmati internet dengan tarif normal Rp1rb/MB. Mau YOUTUBE tanpa kuota? Pilih Pkt XTRA Combo di *123#"") padahal jaringan seluler menggunakan perdana yang lain Dan kejadian ini bukan saya saja yang mengalaminya.",Saya pengguna kartu perdana xl yang cukup lama sangat kecewa  Setiap kali isi pulsa selalu terpotong harinya padahal tidak di gunakan sama sekali dan anehnya setiap hari ada sms Anda sedang menikmati internet dengan tarif normal Rp rb MB  Mau YOUTUBE tanpa kuota  Pilih Pkt XTRA Combo di * padahal jaringan seluler menggunakan perdana yang lain Dan kejadian ini bukan saya saja yang mengalaminya
"Awal tahun sampe tanggal sekarang jaringan jelek banget, buat lu yang blm pake xl mending jangan dah, xl lagi ancur-ancurnya gak ada perbaikan sinyal, nonton yutub 144 aja ngeleg terus, kebayangkan lu mau chatingan kayak apa, xl cacad.",Awal tahun sampe tanggal sekarang jaringan jelek banget  buat lu yang blm pake xl mending jangan dah  xl lagi ancur ancurnya gak ada perbaikan sinyal  nonton yutub aja ngeleg terus  kebayangkan lu mau chatingan kayak apa  xl cacad
Mohon di infokan... Saya daftar untuk tambah kuota... Kuota lama saya malah hilang... Pdhl kuota lama saya masih banyak... Biasanya nggak apa apa ... Tolong kembalikan kuota saya!!!,Mohon di infokan Saya daftar untuk tambah kuota Kuota lama saya malah hilang Pdhl kuota lama saya masih banyak Biasanya nggak apa apa Tolong kembalikan kuota saya
"Mohon maaf pak, kenapa pas kena update malah sering gagal loding,mau bagi paket malah dirusuh bikin pin pas udah mau bikin pin eeee malah erorr, trus kode verifikasi datang pas sya keluar dri app, kan ini bencana adik adik",Mohon maaf pak  kenapa pas kena update malah sering gagal loding mau bagi paket malah dirusuh bikin pin pas udah mau bikin pin e malah erorr  trus kode verifikasi datang pas sya keluar dri app  kan ini bencana adik adik
aplikasinya bagus top lah buat XL................. ........................................................................................................................................................................................................................................................................................................................kenapa aku kasih bintang 4 soal nya masih ada yg kurang baik ya itu sering keluar dengan sendirinya tolong di perbaiki lagi aplikasinya,aplikasinya bagus top lah buat XL kenapa aku kasih bintang soal nya masih ada yg kurang baik ya itu sering keluar dengan sendirinya tolong di perbaiki lagi aplikasinya
"Hati-hati xl,jika terlalu sering bermasalah jaringan internetnya maka pelangganpun akan semakin cepat meninggalkanmu. Dan beralih ke provider yang merah. (Sekarang bintang saya naikan menjadi 5,karena sudah lebih baik lagi)",Hati hati xl jika terlalu sering bermasalah jaringan internetnya maka pelangganpun akan semakin cepat meninggalkanmu  Dan beralih ke provider yang merah Sekarang bintang saya naikan menjadi karena sudah lebih baik lagi
"Sinyal sangat buruk, kuota banyak sering tidak habis, hanya krn sinyal bisa mati berjam2 dan itu berulang tiap harinya. Bar sinyal ada, tpi tidak bisa konek ke jaringam internet. Seperti hanya utk pajangan saja. Uda hubungi ""Maya"", tp ga ada perubahan. Sangat mengecewakan.",Sinyal sangat buruk  kuota banyak sering tidak habis  hanya krn sinyal bisa mati berjam  dan itu berulang tiap harinya  Bar sinyal ada  tpi tidak bisa konek ke jaringam internet  Seperti hanya utk pajangan saja  Uda hubungi  Maya tp ga ada perubahan  Sangat mengecewakan
"pihak xl tolong konfirmasinya ya ,saya beli unlimited premium harga 50.000 untuk sebulan, tapi kenapa cuma bisa sampai 7 hari aja, tolong tanggung jawabnya ini bukan pertama kalinya ya",pihak xl tolong konfirmasinya ya  saya beli unlimited premium harga untuk sebulan  tapi kenapa cuma bisa sampai hari aja  tolong tanggung jawabnya ini bukan pertama kalinya ya
"Untuk live chatnya mohon diperbaiki, pelayanannya tolong dipercepat. Kasihan yang sudah lama menunggu antrian tetapi saat sudah mendapatkan giliran malah pelayanannya lelet. Terima kasih",Untuk live chatnya mohon diperbaiki  pelayanannya tolong dipercepat  Kasihan yang sudah lama menunggu antrian tetapi saat sudah mendapatkan giliran malah pelayanannya lelet  Terima kasih
Aplk nya berat...klo di buka lama banget muter nya.... Klo promo2 nya aq suka...terus tingkat kan dan di tambah trs promo2 nya....signal nya juga bagus di daerah ku..,Aplk nya berat klo di buka lama banget muter nya Klo promo  nya aq suka terus tingkat kan dan di tambah trs promo  nya signal nya juga bagus di daerah ku
"Apakah terjadi ke saya aja atau pengguna lain? Mau masuk myxl g bisa, gmn ngeklaim unlimited. Beli paketan klo masuk app aja gak bisa.. sampe detik ini gak bisa. Udh berminggu2.",Apakah terjadi ke saya aja atau pengguna lain  Mau masuk myxl bisa  gmn ngeklaim unlimited  Beli paketan klo masuk app aja gak bisa sampe detik ini gak bisa  Udh berminggu
terkadang aplikasinya masih suka susah untuk di buka...dan juga update sisa kuota paketnya selalu suka berubah-ubah.....walaupun cukup membantu...lebih ditingkatkan lagi saja aplikasi nya min....agar pelanggan juga puas dengan mendownload aplikasi ini....,terkadang aplikasinya masih suka susah untuk di buka dan juga update sisa kuota paketnya selalu suka berubah ubah walaupun cukup membantu lebih ditingkatkan lagi saja aplikasi nya min agar pelanggan juga puas dengan mendownload aplikasi ini
"Saya kurangin lgi bintangnya, Jujur pembagian kuota youtube buat apa? Kalau setiap buka youtube yang kesedot malah kuota utama, setelah kuota utama habis nggak bisa buka youtube padahal paketan kuota youtube masih utuh,, pemodohan kalo bgni caranyaðŸ˜” Tolong kenyamanan dan kepercayaan pelanggan di prioritaskan, makasih",Saya kurangin lgi bintangnya  Jujur pembagian kuota youtube buat apa  Kalau setiap buka youtube yang kesedot malah kuota utama  setelah kuota utama habis nggak bisa buka youtube padahal paketan kuota youtube masih utuh pemodohan kalo bgni caranya Tolong kenyamanan dan kepercayaan pelanggan di prioritaskan  makasih
"Sebenernya udah bagus dulu, tapi sekarang kok malah bikin stres sih sinyal lah gangguan lah udah direstart berulangkali loh masih aja, punya kuota juga masih banyak. Kasih solusi dong buat daring nya itu loh susah",Sebenernya udah bagus dulu  tapi sekarang kok malah bikin stres sih sinyal lah gangguan lah udah direstart berulangkali loh masih aja  punya kuota juga masih banyak  Kasih solusi dong buat daring nya itu loh susah
"Kuota masih 12 GB, unlimited juga nyala! Tapi kenapa buat buka aplikasi xL saja eror? Buka youtube juga muter terus?? Sudah berulang kali matiin data matiin daya, berulang kali tetap sama ? Kuota tidak bisa di pakai??",Kuota masih GB  unlimited juga nyala  Tapi kenapa buat buka aplikasi xL saja eror  Buka youtube juga muter terus Sudah berulang kali matiin data matiin daya  berulang kali tetap sama Kuota tidak bisa di pakai
Belakangan ini sinyalnya kek taik !!! Gw dari kartu 3(tri) gw bela2in pindah xl !! Jangan sampe ini berkelanjutan yaa !!! Tolong secepatnya jangan gampang trouble sinyalnya !!! Kalo mendung hujan gw maklumin ! Lah ini cerah bet masak trouble mulu !!! ðŸ˜•ðŸ¤¨,Belakangan ini sinyalnya kek taik Gw dari kartu tri  gw bela in pindah xl Jangan sampe ini berkelanjutan yaa Tolong secepatnya jangan gampang trouble sinyalnya Kalo mendung hujan gw maklumin Lah ini cerah bet masak trouble mulu 
"Tolong kalau punya aplikasi yg bener dong perbaikan updatenya, masa buka my XL masukin akun baru selalu alesan ""koneksi bermasalah"" sekalinya nonton yt dll, lancar jaya. Buat apa tiap minggu ada update kalau hasilnya kayak gitu.. GEBLEKK",Tolong kalau punya aplikasi yg bener dong perbaikan updatenya  masa buka my XL masukin akun baru selalu alesan  koneksi bermasalah  sekalinya nonton yt dll  lancar jaya  Buat apa tiap minggu ada update kalau hasilnya kayak gitu GEBLEKK
Woi Provider Sampah Tolol. Kuota masih kok internet nggak jalan Asu. Dipake main game kek siput jumping mulu. Provider sampah asu kek gini bisa jadi provider terlaris ke-2 lawak konyol.,Woi Provider Sampah Tolol  Kuota masih kok internet nggak jalan Asu  Dipake main game kek siput jumping mulu  Provider sampah asu kek gini bisa jadi provider terlaris ke lawak konyol
"Permisi, kenapa sekarang jaringan sering eror? Padahal sinyal penuh 4G tapi pas buka game yang pake kuota tidak bisa muter"" terus. Tolong diperbaiki lagi masalahnya sebelum saya ganti kartu yang lebih baik terimakasih.",Permisi  kenapa sekarang jaringan sering eror  Padahal sinyal penuh tapi pas buka game yang pake kuota tidak bisa muter  terus  Tolong diperbaiki lagi masalahnya sebelum saya ganti kartu yang lebih baik terimakasih
